216,444
705,406
149,293
413,377
854,403
25,402
196,494
143,977
74,300
8,851
1000,661
15,275
725,564
835,731
33,639
132,142
824,859
230,858
94,566
966,453
829,934
43,629
52,462
495,563
658,12
714,104
723,654
135,41
243,903
905,879
836,643
764,429
552,989
715,91
268,27
591,391
448,427
689,461
734,501
68,707
394,778
46,654
914,98
206,131
75,769
216,376
149,782
852,419
622,333
939,149
757,44
386,152
266,714
705,957
65,340
158,328
993,113
326,201
243,512
399,172
149,395
858,321
590,553
788,24
922,392
446,757
183,715
369,683
674,412
644,1
622,357
546,77
285,108
484,790
378,577
208,929
930,41
102,435
484,696
577,822
86,890
790,414
362,872
813,757
606,910
162,783
439,741
635,400
365,715
706,434
23,95
862,809
411,306
750,553
624,766
725,554
642,11
985,975
194,69
986,603
780,972
541,978
769,702
806,967
914,806
382,649
785,570
728,873
737,724
649,679
194,939
370,85
190,600
66,839
193,731
142,566
358,715
630,562
430,508
522,761
791,282
321,115
530,249
970,811
30,497
660,99
547,108
899,894
367,293
572,366
966,418
880,635
120,143
949,877
489,294
29,418
851,753
31,700
234,637
839,212
484,143
220,810
893,789
206,263
39,490
55,377
328,850
192,588
152,7
120,900
364,274
742,336
481,713
554,45
54,950
785,211
596,901
291,330
46,605
737,669
780,768
743,465
461,334
126,982
9,580
127,580
966,874
770,756
228,105
342,274
220,318
153,943
841,603
165,161
646,1
868,839
387,182
10,381
234,164
835,552
348,818
394,707
450,965
481,836
843,119
537,892
549,404
459,397
205,526
124,874
520,508
423,31
689,237
694,79
437,399
125,398
203,665
270,397
496,735
608,530
771,970
150,849
151,473
576,605
40,722
293,972
154,495
130,517
821,249
878,604
850,645
881,78
781,150
20,668
867,38
598,164
71,294
649,158
208,754
89,69
119,711
729,891
114,370
32,528
459,639
969,416
759,14
685,225
951,564
98,703
644,53
241,676
824,754
668,51
5,902
862,764
381,433
655,858
907,413
559,534
258,332
958,115
372,523
258,558
750,100
568,153
409,607
77,237
297,927
925,760
976,404
836,927
379,832
609,398
673,91
443,566
282,493
955,866
488,753
922,737
881,872
216,839
642,414
340,215
885,36
861,132
878,643
268,748
570,687
573,935
329,77
430,179
948,513
652,436
769,958
44,728
298,522
785,556
877,289
56,151
628,711
598,742
366,177
437,660
21,514
635,800
586,299
27,669
585,161
752,812
36,228
418,834
928,505
944,688
624,979
814,348
517,95
870,516
624,334
708,647
313,993
924,318
223,481
559,690
660,258
804,891
188,459
783,712
23,82
643,456
286,376
569,631
278,839
783,278
732,624
698,243
635,989
173,999
157,719
630,727
109,896
932,168
405,504
977,917
92,638
122,906
775,755
290,725
63,736
960,188
689,557
764,686
959,677
397,274
550,637
762,940
923,677
241,782
833,103
851,156
435,306
946,94
526,145
174,154
241,958
102,886
605,423
924,377
772,723
995,360
963,114
348,936
348,788
53,735
187,179
418,340
123,625
421,589
539,995
845,22
928,906
59,418
59,232
612,516
7,398
307,901
812,216
504,692
16,854
25,790
7,181
427,255
442,958
757,12
784,382
246,242
531,939
150,217
291,780
27,271
240,212
199,66
906,447
391,322
143,571
547,238
183,278
628,869
341,260
390,996
850,529
155,685
755,491
648,387
449,347
634,691
606,65
652,581
196,386
118,386
881,857
624,427
896,13
900,271
628,93
230,614
923,807
511,760
524,372
15,570
879,701
105,628
992,500
128,607
88,253
409,930
407,961
732,656
822,311
51,256
67,391
933,96
542,755
768,664
461,373
737,444
236,210
834,303
212,91
154,853
734,184
59,989
783,735
455,472
206,331
738,514
711,505
305,955
234,762
130,490
49,74
109,54
339,927
628,986
197,466
646,458
439,987
334,301
831,281
440,282
256,164
591,333
991,698
954,713
516,545
751,161
26,668
446,630
876,921
815,377
930,681
242,427
177,588
648,232
85,703
985,207
980,796
518,413
807,164
76,80
994,694
70,550
432,38
849,202
471,621
93,476
41,431
873,370
640,728
668,938
676,684
304,417
168,953
309,293
277,838
334,931
867,721
566,1000
979,29
351,817
437,128
446,414
863,604
62,477
215,832
545,858
3,13
614,664
687,647
997,946
469,501
775,877
888,997
667,506
1,230
512,458
967,760
588,815
611,869
524,305
993,765
407,112
856,755
758,447
599,231
915,492
645,450
778,736
422,313
338,507
191,297
921,65
891,187
962,792
594,6
771,265
339,611
767,116
76,901
560,416
207,344
113,239
624,56
517,532
608,803
464,743
685,691
734,897
244,596
689,228
534,844
456,743
137,583
65,640
771,770
639,351
928,925
272,512
887,966
252,761
332,67
24,350
419,981
8,360
587,119
770,640
715,157
227,712
607,596
874,600
892,135
186,349
134,896
641,440
179,877
736,932
261,707
657,694
44,347
669,407
535,732
812,851
989,483
665,868
479,440
870,465
542,639
852,907
632,342
634,186
785,453
353,666
228,305
275,347
717,240
275,684
780,752
531,512
128,457
758,399
948,212
876,181
562,14
54,203
857,730
276,465
1000,652
307,156
128,555
404,586
855,369
92,203
816,63
652,393
50,66
147,818
240,615
963,720
994,723
824,382
422,994
970,336
383,18
135,990
61,581
150,28
792,735
714,199
593,349
775,680
498,224
252,922
312,144
811,895
819,609
332,669
576,565
507,790
236,807
521,898
881,820
179,721
465,927
854,747
442,880
567,504
870,865
392,68
693,233
19,623
431,356
743,368
321,466
160,935
495,628
254,61
378,669
590,790
932,827
605,589
874,364
664,620
665,552
839,847
723,970
609,543
735,62
129,404
863,480
921,146
797,454
254,92
28,708
662,60
855,507
712,165
29,854
825,218
460,313
629,486
88,661
842,665
421,600
282,944
770,503
466,864
48,719
862,531
929,361
765,495
577,151
173,291
694,493
243,948
629,545
308,128
36,185
295,312
676,222
504,67
558,63
548,967
147,988
839,967
549,288
701,544
152,212
377,645
270,542
322,983
890,224
563,319
882,436
80,592
42,700
680,844
492,830
769,239
327,189
753,310
16,29
53,360
25,261
38,107
642,209
156,104
498,171
906,961
130,352
439,168
432,835
487,290
765,215
759,948
292,164
510,464
806,212
221,520
301,455
248,375
145,132
52,847
761,961
104,945
614,931
66,53
502,364
152,450
985,751
313,460
528,112
254,833
467,142
931,684
487,269
773,132
337,334
680,583
448,871
885,423
934,330
157,168
967,509
332,440
659,697
14,93
590,179
295,286
248,896
870,28
610,548
355,24
432,820
726,944
704,42
576,946
231,487
481,449
693,581
858,357
867,839
530,546
540,41
601,243
564,685
175,231
791,208
470,795
873,546
918,13
15,671
493,157
86,122
657,639
664,606
877,769
138,786
1000,953
650,876
820,134
583,253
758,634
331,990
457,18
375,531
558,242
159,876
439,679
753,989
66,701
68,81
575,637
396,771
723,627
555,564
802,35
196,673
511,53
92,23
193,145
763,62
72,517
962,1
464,978
337,10
813,607
443,489
480,851
776,689
74,62
469,496
955,968
896,98
659,685
3,518
427,494
360,659
683,972
301,855
852,734
131,783
114,463
359,673
499,86
969,635
560,320
918,157
227,13
882,34
85,398
14,602
504,560
328,193
669,667
397,947
99,70
98,287
474,737
809,169
907,28
452,363
272,286
397,777
971,960
589,965
643,695
792,852
870,558
953,693
895,10
204,846
754,114
676,92
473,281
750,575
965,547
657,863
699,343
472,233
330,830
434,847
438,174
714,758
895,289
776,784
858,960
25,237
713,935
557,13
207,109
417,148
244,378
713,935
154,129
683,362
528,231
760,924
731,228
571,860
89,996
783,461
417,975
36,288
882,453
441,548
210,168
660,196
842,473
940,42
22,450
39,437
554,672
93,62
93,648
554,201
500,17
635,45
187,177
629,589
200,209
685,46
294,391
368,563
598,202
984,353
817,810
800,216
498,431
