831,30
136,572
636,288
223,379
307,881
237,686
82,413
571,662
950,631
417,519
921,293
897,825
556,16
19,300
883,404
961,676
897,563
575,626
530,642
688,688
335,153
70,157
462,788
354,1
492,228
401,379
574,864
161,474
508,93
468,350
609,699
883,55
217,858
515,956
332,871
989,436
187,486
618,519
773,850
178,584
997,381
321,239
474,445
81,454
749,464
52,608
586,517
866,291
541,297
622,168
290,178
380,514
926,321
915,985
493,795
598,643
768,357
467,508
38,696
51,449
864,622
48,822
471,855
478,305
998,856
701,614
269,78
881,217
722,503
676,10
950,984
853,351
873,468
64,266
306,573
373,979
693,756
976,891
531,666
182,712
696,594
630,627
3,184
947,180
154,699
604,578
281,566
517,234
903,952
581,876
658,591
84,495
480,775
624,294
132,60
560,816
667,135
757,41
205,154
340,564
746,723
618,496
455,682
388,834
253,430
846,106
268,13
532,605
784,430
939,527
964,316
403,3
764,892
693,460
341,65
634,373
990,868
753,173
876,840
67,769
849,851
779,904
396,615
942,755
379,473
32,973
346,998
236,763
309,143
137,623
10,430
591,329
473,422
931,815
56,237
382,647
48,855
460,477
585,622
417,824
247,300
66,691
438,74
67,54
52,497
87,964
139,298
667,90
14,885
790,920
627,831
207,217
957,952
713,176
643,412
972,309
951,239
824,14
388,708
227,265
437,447
921,181
329,455
893,401
464,54
861,524
742,607
782,996
25,703
917,877
948,891
276,482
935,606
816,639
818,337
611,205
397,756
138,164
32,706
491,896
263,74
155,437
386,874
480,69
698,886
860,683
728,652
47,667
891,308
260,477
780,285
999,930
778,477
455,452
943,687
911,53
80,928
122,661
154,934
614,592
694,268
765,455
877,164
744,778
108,464
167,545
835,942
932,658
740,126
663,879
976,131
282,71
546,408
970,664
835,209
633,929
706,923
689,5
263,861
616,265
161,760
301,188
980,180
872,862
182,261
525,274
530,797
155,955
185,415
386,513
776,141
220,117
90,60
740,940
29,883
511,569
533,272
758,362
842,231
337,143
912,469
524,521
77,742
49,482
276,624
824,3
68,564
81,702
264,948
905,89
981,287
953,387
521,599
600,147
268,289
831,271
564,783
20,458
671,880
33,691
409,767
104,74
56,942
353,120
129,489
530,724
981,390
934,162
22,82
236,130
942,664
662,179
761,693
78,691
306,439
890,644
511,103
875,884
201,237
795,649
902,530
99,211
971,237
710,807
218,641
104,147
436,100
85,984
974,399
121,797
816,467
451,639
449,929
826,96
592,164
94,831
806,963
266,850
747,722
20,65
239,265
611,479
23,722
851,30
610,218
257,453
248,579
876,386
802,588
60,578
619,208
652,541
485,413
216,607
2,323
767,771
726,837
224,418
952,567
3,838
860,652
75,288
592,931
220,802
867,184
675,61
881,173
435,451
287,429
312,668
166,135
417,908
55,191
377,80
427,450
723,591
407,161
188,361
246,432
573,88
519,997
671,96
845,24
629,25
8,541
403,217
86,465
833,903
685,822
300,603
113,495
170,225
112,718
467,65
768,941
285,782
27,176
445,81
694,729
93,275
731,657
735,628
836,164
588,149
832,846
761,856
767,458
238,921
550,812
889,438
17,764
99,974
977,495
952,640
647,846
378,18
724,426
651,368
138,390
614,144
457,109
822,619
96,38
215,394
396,734
419,941
239,450
165,734
59,419
605,979
566,345
374,650
734,939
200,56
745,6
414,122
849,615
181,730
578,704
178,908
723,875
962,177
279,305
850,346
836,227
68,393
876,569
862,783
98,607
367,788
616,6
46,683
180,600
971,883
573,653
396,548
842,904
999,55
531,60
867,410
288,529
801,590
320,177
763,523
224,183
746,455
502,159
491,133
683,185
761,400
770,160
382,82
835,348
42,942
83,622
371,859
885,554
329,759
587,734
510,437
756,796
240,64
936,112
525,809
777,130
685,115
818,480
901,870
723,50
949,874
58,361
127,980
466,528
232,861
383,955
296,966
274,621
417,100
211,471
51,447
105,849
869,745
466,69
14,831
245,48
485,109
304,917
11,578
640,315
398,788
98,990
527,108
758,336
794,440
976,524
635,903
151,613
284,788
35,666
28,229
708,47
754,473
170,363
413,305
118,37
314,605
605,237
710,547
621,664
742,502
214,619
560,156
115,437
829,138
692,336
878,133
881,920
897,53
933,404
427,690
80,39
371,170
282,762
110,600
30,740
982,87
404,954
186,998
597,803
924,963
306,838
351,814
400,125
193,655
814,928
86,242
52,76
89,512
590,464
235,389
896,938
916,58
410,327
541,86
130,315
165,726
831,396
145,134
783,389
843,55
198,347
750,983
126,227
37,344
608,334
885,495
76,996
134,436
44,400
982,545
31,743
811,501
851,372
495,267
480,368
404,403
182,705
64,25
752,385
258,560
954,570
106,975
829,905
768,668
705,327
53,304
555,965
55,843
375,349
24,186
334,651
806,288
95,7
407,683
294,531
450,316
221,124
660,589
239,509
542,233
243,738
197,580
967,321
923,407
929,588
545,476
223,911
282,246
922,390
434,553
452,823
22,293
101,889
307,16
438,490
354,342
670,368
443,592
485,463
786,143
472,560
665,566
55,914
841,56
48,306
172,490
885,426
871,448
204,629
331,654
979,827
70,882
454,65
621,280
15,555
261,896
