764,546
553,609
537,710
908,552
303,216
414,652
943,335
749,107
925,917
288,933
848,664
490,734
801,667
415,698
981,680
156,135
938,458
315,449
420,861
472,859
864,124
399,154
847,333
529,729
12,312
501,737
136,258
992,150
399,574
297,547
491,909
985,156
222,943
71,716
712,1000
478,895
246,710
707,155
128,329
765,340
430,316
229,659
737,938
614,35
394,650
141,730
155,957
257,412
586,317
357,99
91,3
730,755
803,813
729,445
43,488
535,489
769,14
344,103
762,751
831,285
383,307
806,738
893,405
352,682
371,44
533,708
428,192
179,334
739,832
21,981
656,564
905,63
303,575
267,785
314,131
801,6
327,929
561,290
418,853
233,222
485,587
469,982
814,577
775,200
702,220
20,904
930,561
669,307
684,693
555,423
650,355
46,842
702,796
809,111
752,601
193,994
326,386
581,732
419,323
221,641
9,125
260,694
645,888
922,380
833,195
349,236
6,614
270,625
431,805
691,701
100,654
584,603
488,120
496,868
227,191
94,684
38,739
204,734
448,556
380,471
671,717
105,217
796,538
447,90
797,723
768,691
274,261
594,366
51,727
661,756
504,381
624,311
125,559
423,284
43,995
27,652
331,31
69,296
370,518
241,697
449,727
929,1000
813,952
856,35
795,230
22,932
168,940
262,664
285,481
340,523
73,370
226,667
574,254
410,36
149,650
680,303
923,160
870,737
397,285
227,723
216,639
6,937
565,967
448,891
892,569
681,627
762,843
913,270
528,363
921,623
799,603
627,244
619,942
523,118
651,426
987,925
367,852
702,707
952,851
467,604
10,974
676,265
658,844
208,360
306,584
910,276
424,187
944,492
290,179
576,647
977,740
806,383
499,138
664,815
328,775
161,163
791,612
760,28
452,106
584,274
797,1000
387,178
221,505
991,463
277,762
981,193
267,351
582,518
620,487
647,407
345,669
60,403
568,43
277,648
34,528
799,588
371,396
604,136
429,56
469,355
522,409
509,407
708,306
402,237
57,241
956,927
571,289
805,716
631,184
465,640
640,646
455,532
109,627
126,907
557,187
601,555
972,921
520,634
781,748
766,545
682,909
570,283
934,970
946,241
340,729
794,763
45,488
58,249
125,303
181,713
633,815
974,585
683,353
547,915
552,110
373,701
982,18
536,815
568,327
624,374
64,222
487,368
651,932
562,581
642,567
798,855
252,790
771,527
209,255
492,836
690,26
218,205
674,722
612,763
155,835
568,978
526,253
561,636
719,781
569,792
484,446
305,53
226,523
630,374
79,496
907,873
599,665
493,6
991,500
36,324
12,756
908,541
588,551
219,585
710,911
385,703
610,423
155,13
440,981
14,563
469,807
74,498
937,315
260,912
789,948
856,433
958,653
166,826
29,199
633,701
142,599
504,925
357,772
397,215
133,553
253,617
227,308
126,328
691,398
206,172
808,501
203,793
546,956
689,80
57,280
26,305
967,755
396,640
903,501
566,520
968,696
578,478
896,181
914,133
898,763
547,351
611,538
975,669
464,202
131,304
968,858
720,181
660,930
744,910
658,546
729,38
267,826
115,33
891,943
292,470
308,639
874,416
278,465
561,351
605,905
286,621
956,258
377,37
303,637
194,78
965,598
46,477
329,679
580,678
188,676
784,477
388,253
486,149
125,83
560,218
170,939
296,206
910,520
866,296
740,368
765,384
547,403
319,66
878,354
767,751
472,852
443,877
206,898
677,222
935,705
298,522
876,601
833,857
271,254
574,737
636,203
260,644
702,308
693,926
426,129
22,848
732,205
526,796
544,464
60,250
294,799
754,908
604,796
784,541
154,189
328,677
778,963
565,291
539,476
65,302
887,483
950,690
739,195
839,511
223,944
900,855
78,549
400,976
867,79
639,224
795,836
171,766
616,571
610,5
471,376
662,904
908,201
417,906
817,536
163,861
746,123
868,847
917,280
330,165
66,994
819,499
656,699
128,100
419,800
705,340
665,934
648,354
143,814
321,122
629,563
471,1
858,264
641,762
992,778
394,190
216,300
584,676
905,814
837,199
744,89
456,442
613,650
257,969
93,751
768,694
536,27
265,272
28,779
777,223
910,346
159,107
630,48
101,488
981,652
900,149
717,278
227,432
466,368
352,2
273,631
482,528
477,985
977,121
709,147
52,847
134,824
298,597
894,560
49,98
678,982
974,1
646,7
469,980
611,763
16,271
179,959
981,168
206,701
296,95
681,510
472,722
222,826
765,548
114,512
684,822
972,200
11,196
474,752
64,491
88,214
3,634
497,610
913,119
386,659
799,271
694,545
790,837
948,426
238,344
468,851
222,911
27,215
408,964
502,427
686,782
312,326
695,598
637,623
986,670
676,804
527,280
222,729
222,391
831,176
633,536
174,517
965,809
516,871
945,979
78,811
163,85
368,163
809,376
811,404
231,105
466,662
546,301
90,2
859,317
211,786
1,486
729,230
913,247
661,667
193,176
298,702
2,626
703,325
84,299
645,775
8,601
347,77
635,117
831,801
983,856
869,938
113,858
552,654
986,302
826,122
710,353
67,416
480,252
165,117
709,479
406,616
329,634
638,985
264,582
388,893
795,576
807,234
362,949
649,803
216,776
30,605
485,145
26,418
377,28
28,647
779,236
749,900
266,688
476,424
97,224
288,531
110,161
792,418
690,501
663,714
850,926
114,518
181,861
730,357
741,632
682,130
505,879
955,229
630,409
744,264
90,159
647,860
582,143
410,669
137,30
675,940
583,982
255,773
15,621
444,910
707,593
892,534
886,112
510,466
121,839
399,869
191,348
497,751
551,302
174,489
306,261
754,276
117,748
557,723
292,575
56,777
53,995
468,174
292,947
506,744
170,505
576,187
795,7
459,257
950,395
811,237
759,650
880,468
271,43
344,14
198,626
563,212
61,444
689,706
876,4
663,52
704,631
270,981
182,33
227,407
573,943
48,386
433,173
986,515
73,199
582,798
313,164
842,840
751,733
848,777
807,330
697,64
222,746
913,398
846,952
953,401
526,558
219,129
993,98
338,164
998,372
904,787
845,656
804,68
548,830
196,431
725,324
742,971
644,359
261,119
167,89
838,660
145,658
355,626
649,939
967,666
952,176
